minute,participantId,totalGold,level,xp,minionsKilled,jungleMinionsKilled,gameId,queue,teamId,win,champion_name,role,lane,summonerName
3,4,2583,6,2520,7,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
4,4,3013,6,2998,7,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
5,4,3485,7,3601,9,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
6,4,3981,8,4304,11,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
7,4,4527,8,4951,17,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
8,4,5047,9,5842,17,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
9,4,5497,10,6429,18,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
10,4,6073,10,7152,18,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
11,4,6484,11,7688,18,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
12,4,7318,12,9842,19,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
13,4,8126,14,11480,21,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
14,4,8486,14,11780,21,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
15,4,9101,14,12740,24,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
16,4,9519,15,13361,25,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
17,4,10676,16,15979,27,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
18,4,11369,17,17444,31,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
19,4,11777,17,18239,31,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
20,4,12149,18,18713,31,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
21,4,13282,18,20296,31,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
22,4,13906,18,21905,37,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
23,4,14808,18,24124,41,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
24,4,15440,18,27051,45,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
25,4,15842,18,27783,45,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
26,4,16262,18,28443,46,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
27,4,16902,18,31076,47,0,3816309392,5v5 ARAM games,Blue,True,Brand,DUO_SUPPORT,TOP,AerialBlast
0,1,1400,1,660,0,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
1,1,1400,3,957,0,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
2,1,1871,4,1461,1,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
3,1,2563,5,2157,5,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
4,1,3017,6,2708,5,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
5,1,3482,7,3196,9,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
6,1,4088,8,4424,15,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
7,1,4566,8,5007,18,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
8,1,5149,9,5898,23,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
9,1,5746,10,6723,23,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
10,1,6567,11,8007,29,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
11,1,6976,12,8650,31,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
12,1,7894,13,10746,40,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
13,1,8944,14,12305,43,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
14,1,9721,15,13159,45,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
15,1,10232,15,14613,47,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
16,1,10592,16,14913,47,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
17,1,12648,17,17150,49,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
18,1,13014,17,17478,49,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
19,1,13740,17,18122,49,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
20,1,14135,18,18610,50,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
21,1,14731,18,20385,55,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
22,1,15091,18,20685,55,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
23,1,15858,18,22325,58,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
24,1,17056,18,25026,68,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
25,1,17469,18,25673,69,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
26,1,17928,18,26333,73,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
27,1,19517,18,28966,80,0,3816309392,5v5 ARAM games,Blue,True,Corki,DUO_SUPPORT,TOP,radaemon1
0,3,1400,1,660,0,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
1,3,1400,3,957,0,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
2,3,1871,4,1461,1,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
3,3,2519,5,2099,1,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
4,3,3371,6,2803,4,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
5,3,3912,7,3405,9,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
6,3,4662,7,4034,9,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
7,3,5117,8,4565,11,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
8,3,5716,9,5456,15,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
9,3,6286,9,6042,15,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
10,3,6882,10,6727,17,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
11,3,7290,10,7296,17,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
12,3,8420,11,8467,19,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
13,3,9428,12,9912,20,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
14,3,9893,13,10933,21,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
15,3,10253,13,11233,21,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
16,3,10655,14,11855,21,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
17,3,11743,15,14481,24,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
18,3,12241,16,15967,24,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
19,3,12658,17,16683,24,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
20,3,13110,17,17615,28,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
21,3,13561,18,18692,28,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
22,3,13921,18,18992,28,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
23,3,14490,18,20400,31,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
24,3,14850,18,20948,31,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
25,3,15364,18,22125,33,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
26,3,15816,18,23044,36,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
27,3,16751,18,25155,42,0,3816309392,5v5 ARAM games,Blue,True,Ekko,DUO_SUPPORT,TOP,wohlfahrt
0,10,1400,1,660,0,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
1,10,1400,3,957,0,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
2,10,1871,4,1423,2,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
3,10,2444,5,2005,9,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
4,10,3015,6,2618,12,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
5,10,4116,7,3414,19,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
6,10,4564,8,4137,20,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
7,10,5097,8,4712,25,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
8,10,5514,9,5188,26,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
9,10,6242,10,6365,37,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
10,10,6879,10,7183,37,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
11,10,7908,11,8260,43,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
12,10,8377,12,9059,44,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
13,10,8854,12,9943,45,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
14,10,9415,13,11268,51,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
15,10,10151,14,12869,56,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
16,10,10708,15,13935,59,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
17,10,11169,16,14850,64,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
18,10,11648,16,15698,69,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
19,10,12961,17,17732,73,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
20,10,13934,18,19510,77,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
21,10,14809,18,20723,82,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
22,10,15336,18,21974,85,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
23,10,16057,18,23352,87,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
24,10,16550,18,24311,92,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
25,10,17328,18,25956,95,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
26,10,18050,18,27883,101,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
27,10,18448,18,28429,103,0,3816309392,5v5 ARAM games,Red,False,Garen,SOLO,TOP,Araston
0,8,1400,1,660,0,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
1,8,1400,3,957,0,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
2,8,2058,4,1473,2,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
3,8,2891,5,2084,3,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
4,8,3703,6,2673,3,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
5,8,4145,7,3232,5,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
6,8,5264,7,3934,5,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
7,8,5727,8,4509,7,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
8,8,6120,8,4886,8,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
9,8,7077,10,6178,11,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
10,8,7645,10,6674,11,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
11,8,8602,11,7429,14,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
12,8,9505,11,8211,15,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
13,8,9883,12,8664,15,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
14,8,11026,12,9898,21,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
15,8,12026,13,10829,22,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
16,8,13045,14,12257,29,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
17,8,13417,14,12931,29,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
18,8,13818,15,13447,30,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
19,8,14453,16,15592,35,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
20,8,15245,17,17335,40,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
21,8,16107,18,18548,42,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
22,8,17441,18,20318,46,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
23,8,18129,18,21515,57,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
24,8,18702,18,22515,58,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
25,8,20206,18,24420,65,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
26,8,21163,18,26623,77,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
27,8,21532,18,27169,77,0,3816309392,5v5 ARAM games,Red,False,Jax,DUO_SUPPORT,MIDDLE,Cycerut
0,7,1400,1,660,0,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
1,7,1400,3,957,0,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
2,7,1854,4,1473,0,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
3,7,2253,5,1911,0,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
4,7,2733,6,2571,1,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
5,7,3281,7,3367,3,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
6,7,3750,8,4296,3,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
7,7,4140,8,4682,3,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
8,7,4608,9,5483,3,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
9,7,5303,10,6480,3,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
10,7,5816,11,7517,4,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
11,7,6491,12,8595,4,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
12,7,6955,12,9394,5,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
13,7,7465,13,10277,7,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
14,7,8019,14,11801,8,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
15,7,8763,14,12645,8,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
16,7,9201,15,13307,8,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
17,7,9618,15,14372,8,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
18,7,10055,16,15354,9,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
19,7,10554,17,17047,9,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
20,7,11100,18,18522,10,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
21,7,11737,18,19735,10,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
22,7,12798,18,21614,12,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
23,7,13271,18,22722,12,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
24,7,13721,18,23517,12,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
25,7,14312,18,25606,12,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
26,7,14844,18,27061,14,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
27,7,15230,18,27608,15,0,3816309392,5v5 ARAM games,Red,False,Rakan,DUO_SUPPORT,MIDDLE,Thatsocheap
0,5,1400,1,660,0,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
1,5,1400,3,957,0,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
2,5,1890,4,1413,4,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
3,5,3097,5,2241,11,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
4,5,3786,6,2945,16,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
5,5,4193,7,3360,17,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
6,5,5388,8,4405,19,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
7,5,5846,8,5022,20,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
8,5,6545,9,5657,25,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
9,5,7124,10,7033,30,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
10,5,8131,11,8198,40,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
11,5,9186,12,9113,49,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
12,5,9710,13,10054,54,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
13,5,10787,14,11504,62,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
14,5,11417,14,12322,63,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
15,5,11920,15,13313,68,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
16,5,12397,15,13934,74,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
17,5,13423,16,15859,81,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
18,5,14058,17,17070,81,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
19,5,14880,18,18918,87,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
20,5,15240,18,19218,87,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
21,5,16709,18,21165,92,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
22,5,17379,18,22493,102,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
23,5,17867,18,23419,105,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
24,5,18245,18,23964,105,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
25,5,18670,18,24809,106,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
26,5,19151,18,25615,108,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
27,5,20023,18,28248,120,0,3816309392,5v5 ARAM games,Blue,True,Urgot,DUO,TOP,IrishGuy
0,6,1400,1,660,0,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
1,6,1400,3,957,0,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
2,6,1854,4,1473,0,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
3,6,2500,5,2084,0,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
4,6,3007,6,2744,1,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
5,6,3529,7,3541,1,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
6,6,4025,8,4268,1,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
7,6,4463,8,4842,1,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
8,6,4946,9,5644,2,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
9,6,5671,10,6925,2,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
10,6,6201,11,7987,4,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
11,6,6876,12,9065,4,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
12,6,7313,12,9789,4,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
13,6,7794,13,10595,6,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
14,6,8397,14,11920,8,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
15,6,9021,15,13303,8,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
16,6,9648,15,14641,10,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
17,6,10696,16,15543,11,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
18,6,11110,17,16486,11,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
19,6,11791,18,18448,12,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
20,6,12362,18,20157,12,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
21,6,13016,18,21370,13,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
22,6,13495,18,22589,13,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
23,6,14003,18,23968,13,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
24,6,14435,18,24986,13,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
25,6,14986,18,27059,14,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
26,6,15544,18,28986,14,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
27,6,15956,18,29483,15,0,3816309392,5v5 ARAM games,Red,False,Yuumi,DUO_SUPPORT,MIDDLE,Chondoggy
0,9,500,1,0,0,0,3816380682,5v5 Ranked Flex games,Red,False,Bard,DUO_SUPPORT,BOTTOM,pattysan
1,9,500,1,40,0,0,3816380682,5v5 Ranked Flex games,Red,False,Bard,DUO_SUPPORT,BOTTOM,pattysan
2,9,557,1,190,2,0,3816380682,5v5 Ranked Flex games,Red,False,Bard,DUO_SUPPORT,BOTTOM,pattysan
